v86,m131,7440,1970,mustafa
t9,m111,3941,1827,deniz
k12,m198,2680,1964,umut
v2,m298,24,1944,kerem
a4,m42,3546,1961,osman
b19,m55,9812,1929,mehmet
u75,m67,3325,1895,berk
v2,m78,7360,1935,kerem
a4,m43,4436,1851,osman
l12,m99,6042,1883,ali
b2,m131,6517,1830,veli
l12,m34,3269,1812,ali
b2,m187,6324,1833,veli
l12,m131,3037,1952,ali
b19,m43,4599,1917,mehmet
u75,m42,512,1830,berk
b19,m67,8960,2002,mehmet
u75,m78,2585,1946,berk
u75,m187,7486,1939,berk
b19,m42,9971,2016,mehmet
v2,m67,7101,1895,kerem
k12,m131,7345,1833,umut
u75,m99,7387,1886,berk
v2,m97,3541,1842,kerem
t9,m43,794,1944,deniz
v2,m43,1213,1995,kerem
b2,m187,6324,1962,veli
t9,m99,8161,1919,deniz
b2,m42,8758,1986,veli
a4,m99,1851,1827,osman
b2,m187,6324,1956,veli
v86,m67,7863,1964,mustafa
k12,m55,844,2000,umut
k12,m298,81,1886,umut
a1,m187,1351,1919,mahmut
b2,m111,4680,1873,veli
l12,m99,6042,1961,ali
l12,m97,4510,1818,ali
b19,m111,4428,1910,mehmet
u75,m148,9258,1962,berk
a4,m148,936,1962,osman
t9,m298,4831,1937,deniz
v2,m99,7398,1970,kerem
v86,m67,7863,1985,mustafa
a4,m78,4736,2014,osman
k12,m148,1893,1836,umut
b19,m34,1879,1873,mehmet
b2,m43,8130,1898,veli
l12,m42,9551,1954,ali
u75,m111,9951,1987,berk
b2,m12,2553,1901,veli
v2,m12,6057,1827,kerem
b19,m55,9812,1944,mehmet
v2,m131,8570,1924,kerem
a1,m34,3335,1826,mahmut
u75,m198,832,1944,berk
k12,m12,1494,1833,umut
a1,m187,1351,1885,mahmut
b19,m12,7093,1833,mehmet
b2,m78,7562,1939,veli
b19,m78,4679,1958,mehmet
a4,m42,3546,1965,osman
a4,m42,3546,1970,osman
b19,m67,8960,1826,mehmet
b2,m12,2553,2014,veli
k12,m187,6845,1901,umut
u75,m12,5612,1895,berk
k12,m97,7221,1919,umut
b19,m131,2856,1944,mehmet
a1,m148,976,1964,mahmut
v2,m34,3802,1924,kerem
l12,m111,1422,1873,ali
b2,m187,6324,1910,veli
u75,m97,7161,1838,berk
v2,m97,3541,1942,kerem
k12,m34,2889,1884,umut
k12,m12,1494,1826,umut
b19,m111,4428,1830,mehmet
v86,m34,5016,1939,mustafa
v86,m198,970,2000,mustafa
v2,m298,24,1952,kerem
t9,m99,8161,1967,deniz
a1,m43,1143,1868,mahmut
t9,m43,794,1901,deniz
a4,m99,1851,1877,osman
b19,m67,8960,1901,mehmet
t9,m78,357,1961,deniz
v86,m187,1525,2016,mustafa
a1,m198,6349,1954,mahmut
t9,m298,4831,1987,deniz
k12,m55,844,1827,umut
u75,m97,7161,2008,berk
b19,m34,1879,1964,mehmet
b2,m55,5009,1851,veli
v86,m12,7874,1840,mustafa
k12,m187,6845,1959,umut
l12,m12,8996,1986,ali
u75,m42,512,1818,berk
a4,m148,936,1857,osman
v2,m12,6057,1885,kerem
t9,m198,6013,1952,deniz
v2,m42,6599,1836,kerem
t9,m43,794,1834,deniz
v86,m12,7874,1964,mustafa
k12,m97,7221,2003,umut
l12,m298,6507,1854,ali
t9,m198,6013,1890,deniz
b2,m148,9438,1985,veli
b2,m131,6517,1896,veli
k12,m67,2546,2003,umut
k12,m42,1238,1857,umut
b19,m298,4717,1992,mehmet
l12,m111,1422,2016,ali
a1,m55,3340,1939,mahmut
b19,m187,9999,2016,mehmet
v2,m97,3541,1837,kerem
b19,m298,4717,2013,mehmet
b2,m131,6517,1987,veli
v86,m55,972,1885,mustafa
l12,m67,8862,1910,ali
v2,m12,6057,1886,kerem
a1,m34,3335,1962,mahmut
a1,m187,1351,1812,mahmut
a1,m43,1143,1951,mahmut
u75,m99,7387,2016,berk
b19,m99,6921,1958,mehmet
b2,m34,6004,1965,veli
l12,m97,4510,1885,ali
v2,m97,3541,1911,kerem
k12,m55,844,1964,umut
b19,m42,9971,1818,mehmet
b2,m99,5764,1851,veli
b2,m55,5009,1919,veli
a4,m42,3546,1890,osman
k12,m131,7345,1995,umut
b19,m187,9999,1992,mehmet
k12,m298,81,1946,umut
b19,m78,4679,1853,mehmet
a4,m97,6781,2008,osman
b2,m187,6324,1840,veli
a4,m111,1461,1965,osman
a4,m42,3546,1958,osman
k12,m78,8069,1955,umut
v86,m298,8435,1936,mustafa
t9,m43,794,1964,deniz
a1,m34,3335,1920,mahmut
v2,m148,8361,1950,kerem
b2,m99,5764,1818,veli
v2,m12,6057,1837,kerem
a1,m97,271,1999,mahmut
u75,m131,3630,1965,berk
a1,m198,6349,1986,mahmut
b19,m131,2856,1951,mehmet
v86,m131,7440,1883,mustafa
b2,m99,5764,1954,veli
t9,m55,1402,1821,deniz
v2,m12,6057,1958,kerem
a4,m34,6272,1917,osman
k12,m55,844,1935,umut
a4,m111,1461,1836,osman
u75,m198,832,1939,berk
k12,m198,2680,1951,umut
v86,m148,476,2019,mustafa
v86,m12,7874,1967,mustafa
b19,m97,6423,1978,mehmet
b19,m131,2856,1830,mehmet
a1,m55,3340,2013,mahmut
t9,m78,357,1872,deniz
b19,m111,4428,1840,mehmet
l12,m43,4735,1842,ali
k12,m148,1893,1964,umut
u75,m187,7486,1995,berk
u75,m78,2585,1910,berk
b19,m12,7093,1939,mehmet
l12,m298,6507,1901,ali
a1,m111,2138,1986,mahmut
t9,m67,2322,1978,deniz
a1,m78,6353,2002,mahmut
a1,m12,411,1857,mahmut
a4,m67,6030,1952,osman
u75,m97,7161,1985,berk
a1,m298,3319,1944,mahmut
l12,m34,3269,1935,ali
a1,m131,7329,1936,mahmut
t9,m298,4831,1898,deniz
a1,m131,7329,1896,mahmut
a1,m12,411,2014,mahmut
l12,m42,9551,1836,ali
l12,m99,6042,1917,ali
v2,m42,6599,1929,kerem
v2,m99,7398,1965,kerem
u75,m198,832,1842,berk
k12,m43,5972,1967,umut
u75,m198,832,1929,berk
t9,m187,6052,1946,deniz
t9,m131,6399,1924,deniz
t9,m148,532,1854,deniz
v86,m42,4409,1932,mustafa
t9,m131,6399,1965,deniz
b2,m34,6004,1877,veli
t9,m12,9685,1826,deniz
u75,m298,5597,1932,berk
a1,m34,3335,1818,mahmut
u75,m131,3630,1853,berk
k12,m131,7345,1873,umut
l12,m67,8862,1956,ali
t9,m148,532,1987,deniz
v86,m97,6276,1978,mustafa
b19,m55,9812,1945,mehmet
v2,m148,8361,1840,kerem
k12,m111,3461,1956,umut
v2,m78,7360,1954,kerem
u75,m34,2647,1937,berk
u75,m298,5597,1840,berk
b19,m198,4169,1985,mehmet
v2,m99,7398,1884,kerem
u75,m43,4750,1877,berk
b19,m97,6423,1917,mehmet
t9,m67,2322,1924,deniz
u75,m97,7161,1952,berk
a1,m43,1143,1932,mahmut
b19,m148,1843,1924,mehmet
b2,m42,8758,1833,veli
l12,m12,8996,1939,ali
b2,m131,6517,1929,veli
k12,m55,844,2013,umut
a4,m78,4736,2003,osman
b19,m187,9999,1970,mehmet
v86,m111,1383,1827,mustafa
u75,m131,3630,1818,berk
a1,m78,6353,1954,mahmut
b19,m298,4717,1978,mehmet
v86,m99,533,1929,mustafa
a1,m43,1143,1985,mahmut
a1,m12,411,1896,mahmut
b19,m43,4599,1964,mehmet
v2,m97,3541,1946,kerem
v2,m131,8570,1999,kerem
l12,m42,9551,1853,ali
a1,m111,2138,1910,mahmut
a4,m187,4651,1898,osman
b19,m78,4679,1917,mehmet
v2,m97,3541,1992,kerem
k12,m43,5972,1986,umut
l12,m55,3786,1851,ali
k12,m78,8069,1884,umut
v86,m12,7874,1944,mustafa
l12,m97,4510,1992,ali
v2,m131,8570,1890,kerem
t9,m12,9685,1999,deniz
v2,m187,9645,1920,kerem
b19,m55,9812,1883,mehmet
k12,m78,8069,1889,umut
v86,m34,5016,1884,mustafa
l12,m67,8862,1970,ali
v86,m43,3812,1812,mustafa
b19,m43,4599,1873,mehmet
t9,m97,6355,1842,deniz
b2,m42,8758,1929,veli
b19,m187,9999,1946,mehmet
b19,m298,4717,1999,mehmet
a4,m43,4436,1858,osman
a4,m111,1461,1826,osman
v86,m55,972,1911,mustafa
v86,m148,476,1840,mustafa
b19,m67,8960,2008,mehmet
b2,m43,8130,1945,veli
a1,m97,271,1857,mahmut
v86,m42,4409,1868,mustafa
l12,m97,4510,1827,ali
b19,m78,4679,1965,mehmet
v2,m55,7182,2013,kerem
a4,m99,1851,1851,osman
a1,m111,2138,1964,mahmut
b19,m12,7093,1834,mehmet
v86,m42,4409,1944,mustafa
a1,m298,3319,1985,mahmut
a1,m148,976,1985,mahmut
v86,m43,3812,1884,mustafa
b19,m198,4169,1886,mehmet
t9,m99,8161,1840,deniz
a1,m99,6518,1935,mahmut
t9,m148,532,1951,deniz
t9,m131,6399,1950,deniz
u75,m187,7486,1965,berk
t9,m34,3067,1830,deniz
k12,m148,1893,1826,umut
v86,m97,6276,1962,mustafa
b2,m34,6004,1889,veli
l12,m55,3786,1898,ali
b2,m187,6324,1854,veli
a1,m34,3335,1868,mahmut
l12,m43,4735,2016,ali
t9,m42,4782,1942,deniz
a1,m34,3335,1917,mahmut
a4,m198,3956,1858,osman
b19,m187,9999,1942,mehmet
t9,m298,4831,1890,deniz
b2,m55,5009,1882,veli
v2,m99,7398,1890,kerem
b19,m198,4169,1908,mehmet
v86,m99,533,1999,mustafa
a4,m78,4736,2016,osman
b2,m298,2283,1834,veli
a4,m111,1461,1896,osman
v86,m131,7440,1917,mustafa
l12,m34,3269,1827,ali
t9,m198,6013,1920,deniz
v2,m198,7287,1946,kerem
v86,m298,8435,1886,mustafa
b2,m298,2283,2019,veli
a4,m12,7406,1959,osman
b2,m55,5009,1945,veli
t9,m131,6399,1951,deniz
k12,m55,844,1889,umut
t9,m55,1402,1939,deniz
u75,m67,3325,1936,berk
u75,m148,9258,1857,berk
a4,m99,1851,1964,osman
t9,m12,9685,1910,deniz
v2,m12,6057,1911,kerem
k12,m187,6845,1837,umut
u75,m187,7486,1958,berk
b19,m111,4428,1961,mehmet
a4,m97,6781,1818,osman
l12,m12,8996,2003,ali
v2,m111,2874,1896,kerem
u75,m131,3630,1937,berk
a4,m111,1461,1911,osman
t9,m42,4782,1873,deniz
t9,m12,9685,2000,deniz
b19,m97,6423,1812,mehmet
v86,m78,8761,1986,mustafa
v86,m12,7874,1917,mustafa
a1,m34,3335,1872,mahmut
b2,m55,5009,1899,veli
l12,m55,3786,1821,ali
v86,m131,7440,2003,mustafa
u75,m97,7161,1924,berk
a1,m111,2138,1853,mahmut
u75,m187,7486,1919,berk
a1,m187,1351,1970,mahmut
b19,m43,4599,1896,mehmet
k12,m34,2889,1950,umut
b2,m131,6517,1857,veli
k12,m198,2680,1858,umut
v2,m42,6599,1837,kerem
b19,m111,4428,1908,mehmet
t9,m99,8161,1999,deniz
l12,m43,4735,1886,ali
u75,m111,9951,1883,berk
v86,m43,3812,2003,mustafa
v2,m187,9645,1890,kerem
k12,m34,2889,1899,umut
v2,m55,7182,1992,kerem
k12,m187,6845,1952,umut
v2,m42,6599,1939,kerem
l12,m55,3786,1951,ali
u75,m12,5612,2000,berk
l12,m198,5687,1898,ali
v86,m131,7440,1932,mustafa
k12,m55,844,1890,umut
b2,m187,6324,1955,veli
v86,m97,6276,1939,mustafa
k12,m131,7345,1955,umut
b19,m43,4599,2008,mehmet
v2,m131,8570,1965,kerem
a1,m67,2144,1937,mahmut
v2,m55,7182,1884,kerem
b2,m131,6517,1985,veli
k12,m55,844,1896,umut
v2,m131,8570,1877,kerem
v2,m67,7101,1952,kerem
t9,m148,532,1952,deniz
v86,m198,970,1889,mustafa
a4,m298,91,1901,osman
u75,m34,2647,1886,berk
v86,m42,4409,2016,mustafa
a1,m12,411,1919,mahmut
v86,m78,8761,2019,mustafa
v2,m55,7182,1978,kerem
b2,m131,6517,1895,veli
k12,m99,8391,1901,umut
a4,m99,1851,1935,osman
u75,m111,9951,1896,berk
b2,m43,8130,1834,veli
v2,m34,3802,1978,kerem
a1,m67,2144,1924,mahmut
u75,m148,9258,1898,berk
b2,m67,2250,2008,veli
u75,m55,3904,1929,berk
a4,m97,6781,1899,osman
u75,m131,3630,1842,berk
v2,m55,7182,1935,kerem
u75,m111,9951,1868,berk
b2,m111,4680,1895,veli
l12,m34,3269,1985,ali
v2,m99,7398,1868,kerem
a4,m198,3956,1932,osman
b2,m298,2283,1961,veli
l12,m198,5687,1873,ali
u75,m78,2585,1895,berk
v86,m187,1525,1882,mustafa
a1,m148,976,1901,mahmut
v86,m99,533,1911,mustafa
b2,m55,5009,1955,veli
u75,m99,7387,1857,berk
b19,m148,1843,2019,mehmet
a1,m148,976,1873,mahmut
a1,m97,271,2008,mahmut
b19,m148,1843,1962,mehmet
k12,m34,2889,1886,umut
t9,m99,8161,1952,deniz
t9,m198,6013,1837,deniz
a4,m111,1461,1917,osman
a1,m78,6353,1951,mahmut
l12,m111,1422,1827,ali
k12,m55,844,1919,umut
a1,m298,3319,1838,mahmut
a4,m42,3546,1946,osman
a4,m55,8917,1899,osman
b2,m34,6004,1942,veli
t9,m298,4831,1885,deniz
l12,m298,6507,1827,ali
b2,m111,4680,1830,veli
u75,m12,5612,2019,berk
v86,m97,6276,1853,mustafa
b19,m198,4169,2000,mehmet
a1,m78,6353,1995,mahmut
u75,m55,3904,1995,berk
k12,m12,1494,1884,umut
v86,m12,7874,1889,mustafa
k12,m198,2680,1962,umut
a1,m131,7329,1882,mahmut
v86,m67,7863,1901,mustafa
l12,m198,5687,2000,ali
a1,m131,7329,1999,mahmut
b2,m67,2250,1898,veli
a4,m148,936,2019,osman
u75,m198,832,1854,berk
v86,m42,4409,1837,mustafa
u75,m34,2647,1826,berk
a1,m12,411,1956,mahmut
a4,m12,7406,1842,osman
a1,m97,271,1854,mahmut
a4,m67,6030,1920,osman
k12,m42,1238,1910,umut
t9,m97,6355,1985,deniz
v86,m148,476,2000,mustafa
b2,m43,8130,1836,veli
v2,m78,7360,1858,kerem
v2,m43,1213,1858,kerem
k12,m198,2680,1877,umut
k12,m34,2889,1965,umut
l12,m298,6507,1985,ali
b2,m78,7562,1910,veli
v2,m97,3541,1917,kerem
a4,m67,6030,1929,osman
b2,m42,8758,1837,veli
v86,m43,3812,1962,mustafa
l12,m34,3269,2003,ali
k12,m298,81,1958,umut
t9,m12,9685,1853,deniz
l12,m97,4510,1985,ali
t9,m42,4782,2016,deniz
v2,m97,3541,2019,kerem
v86,m34,5016,2013,mustafa
a4,m43,4436,1937,osman
v86,m43,3812,1961,mustafa
b2,m131,6517,1834,veli
v86,m55,972,1970,mustafa
v86,m42,4409,1882,mustafa
v2,m55,7182,1965,kerem
v86,m99,533,1890,mustafa
k12,m298,81,1935,umut
t9,m148,532,1937,deniz
a4,m99,1851,1919,osman
b2,m67,2250,1836,veli
v2,m198,7287,1858,kerem
v2,m67,7101,1873,kerem
t9,m78,357,1889,deniz
b2,m34,6004,1901,veli
l12,m43,4735,1885,ali
u75,m298,5597,2016,berk
t9,m42,4782,1917,deniz
l12,m298,6507,2013,ali
a1,m78,6353,1965,mahmut
k12,m34,2889,1978,umut
a4,m111,1461,1995,osman
v86,m12,7874,1827,mustafa
b19,m55,9812,1958,mehmet
a4,m55,8917,1911,osman
k12,m99,8391,1834,umut
v86,m99,533,1942,mustafa
b19,m99,6921,1937,mehmet
l12,m298,6507,2019,ali
v86,m99,533,1898,mustafa
v2,m34,3802,2002,kerem
u75,m12,5612,1967,berk
b19,m131,2856,1911,mehmet
k12,m111,3461,1898,umut
k12,m97,7221,1951,umut
b2,m12,2553,1961,veli
v86,m42,4409,1964,mustafa
v2,m55,7182,1896,kerem
t9,m148,532,1877,deniz
v2,m42,6599,1955,kerem
b19,m97,6423,1987,mehmet
v86,m34,5016,1858,mustafa
b19,m67,8960,1992,mehmet
a1,m198,6349,1932,mahmut
l12,m111,1422,1886,ali
u75,m42,512,1995,berk
k12,m97,7221,1964,umut
k12,m148,1893,1962,umut
u75,m12,5612,1834,berk
b2,m97,5440,1950,veli
u75,m97,7161,1890,berk
b2,m97,5440,1995,veli
t9,m55,1402,2014,deniz
t9,m131,6399,1939,deniz
t9,m78,357,1873,deniz
l12,m34,3269,1882,ali
v2,m298,24,1970,kerem
b2,m131,6517,1954,veli
b2,m43,8130,1895,veli
v86,m298,8435,1987,mustafa
t9,m298,4831,1954,deniz
l12,m99,6042,2002,ali
l12,m67,8862,1840,ali
b19,m12,7093,1924,mehmet
k12,m187,6845,1978,umut
b19,m67,8960,1999,mehmet
u75,m198,832,1889,berk
u75,m148,9258,1967,berk
b2,m42,8758,1919,veli
l12,m42,9551,1883,ali
l12,m131,3037,1830,ali
a1,m67,2144,1964,mahmut
t9,m12,9685,1833,deniz
b2,m43,8130,1873,veli
k12,m42,1238,1986,umut
k12,m148,1893,1858,umut
b2,m298,2283,1945,veli
v86,m187,1525,1818,mustafa
k12,m131,7345,1886,umut
